EndDt_DtFin,MjrCmdtyEn_PrdtPrncplAn,CtgryEn_CtgrieAn,NumHd_NmbTetes
2007-09-22T00:00:00-05:00,Ducks/Geese,Lambs,3220
2007-09-22T00:00:00-05:00,Ducks/Geese,Sheep,61
2007-09-29T00:00:00-05:00,Turkey,Female,288
2007-09-29T00:00:00-05:00,Turkey,Male,4312
2007-09-29T00:00:00-05:00,Chicken,Bulls,1092
2007-09-29T00:00:00-05:00,Chicken,Cows,12605
2007-09-29T00:00:00-05:00,Chicken,Heifers,20049
2007-09-29T00:00:00-05:00,Chicken,Steers,32201
2007-09-29T00:00:00-05:00,Turkey,Boars,0
2007-09-29T00:00:00-05:00,Turkey,Market Turkey,404928
2007-09-29T00:00:00-05:00,Turkey,Sows,1508
2007-09-29T00:00:00-05:00,Ducks/Geese,Lambs,3546
2007-09-29T00:00:00-05:00,Ducks/Geese,Sheep,35
2007-10-06T00:00:00-05:00,Turkey,Female,350
2007-10-06T00:00:00-05:00,Turkey,Male,4494
2007-10-06T00:00:00-05:00,Chicken,Bulls,1044
2007-10-06T00:00:00-05:00,Chicken,Cows,12775
2007-10-06T00:00:00-05:00,Chicken,Heifers,21257
2007-10-06T00:00:00-05:00,Chicken,Steers,24866
2007-10-06T00:00:00-05:00,Turkey,Boars,0
2007-10-06T00:00:00-05:00,Turkey,Market Turkey,408031
2007-10-06T00:00:00-05:00,Turkey,Sows,1425
2007-10-06T00:00:00-05:00,Ducks/Geese,Lambs,3694
2007-10-06T00:00:00-05:00,Ducks/Geese,Sheep,90
2007-10-13T00:00:00-05:00,Turkey,Female,286
2007-10-13T00:00:00-05:00,Turkey,Male,3853
2007-10-13T00:00:00-05:00,Chicken,Bulls,862
2007-10-13T00:00:00-05:00,Chicken,Cows,11548
2007-10-13T00:00:00-05:00,Chicken,Heifers,16703
2007-10-13T00:00:00-05:00,Chicken,Steers,24345
2007-10-13T00:00:00-05:00,Turkey,Boars,0
2007-10-13T00:00:00-05:00,Turkey,Market Turkey,335934
2007-10-13T00:00:00-05:00,Turkey,Sows,1053
2007-10-13T00:00:00-05:00,Ducks/Geese,Lambs,2565
2007-10-13T00:00:00-05:00,Ducks/Geese,Sheep,32
2007-10-20T00:00:00-05:00,Turkey,Female,394
2007-10-20T00:00:00-05:00,Turkey,Male,4720
2007-10-20T00:00:00-05:00,Chicken,Bulls,952
2007-10-20T00:00:00-05:00,Chicken,Cows,13380
2007-10-20T00:00:00-05:00,Chicken,Heifers,21237
2007-10-20T00:00:00-05:00,Chicken,Steers,29319
2007-10-20T00:00:00-05:00,Turkey,Boars,0
2007-10-20T00:00:00-05:00,Turkey,Market Turkey,417890
2007-10-20T00:00:00-05:00,Turkey,Sows,1467
2007-10-20T00:00:00-05:00,Ducks/Geese,Lambs,3001
2007-10-20T00:00:00-05:00,Ducks/Geese,Sheep,56
2007-10-27T00:00:00-05:00,Turkey,Female,444
2007-10-27T00:00:00-05:00,Turkey,Male,4988
2007-10-27T00:00:00-05:00,Chicken,Bulls,906
2007-10-27T00:00:00-05:00,Chicken,Cows,14345
2007-10-27T00:00:00-05:00,Chicken,Heifers,24288
2007-10-27T00:00:00-05:00,Chicken,Steers,22328
2007-10-27T00:00:00-05:00,Turkey,Boars,0
2007-10-27T00:00:00-05:00,Turkey,Market Turkey,420416
2007-10-27T00:00:00-05:00,Turkey,Sows,1468
2007-10-27T00:00:00-05:00,Ducks/Geese,Lambs,3150
2007-10-27T00:00:00-05:00,Ducks/Geese,Sheep,29
2007-11-03T00:00:00-05:00,Turkey,Female,401
2007-11-03T00:00:00-05:00,Turkey,Male,4912
2007-11-03T00:00:00-05:00,Chicken,Bulls,857
2007-11-03T00:00:00-05:00,Chicken,Cows,14644
2007-11-03T00:00:00-05:00,Chicken,Heifers,22870
2007-11-03T00:00:00-05:00,Chicken,Steers,23827
2007-11-03T00:00:00-05:00,Turkey,Boars,0
2007-11-03T00:00:00-05:00,Turkey,Market Turkey,415383
2007-11-03T00:00:00-05:00,Turkey,Sows,1453
2007-11-03T00:00:00-05:00,Ducks/Geese,Lambs,2720
2007-11-03T00:00:00-05:00,Ducks/Geese,Sheep,19
2007-11-10T00:00:00-05:00,Turkey,Female,420
2007-11-10T00:00:00-05:00,Turkey,Male,5157
2007-11-10T00:00:00-05:00,Chicken,Bulls,834
2007-11-10T00:00:00-05:00,Chicken,Cows,14849
2007-11-10T00:00:00-05:00,Chicken,Heifers,20509
2007-11-10T00:00:00-05:00,Chicken,Steers,21584
2007-11-10T00:00:00-05:00,Turkey,Boars,0
2007-11-10T00:00:00-05:00,Turkey,Market Turkey,405712
2007-11-10T00:00:00-05:00,Turkey,Sows,1665
2007-11-10T00:00:00-05:00,Ducks/Geese,Lambs,3266
2007-11-10T00:00:00-05:00,Ducks/Geese,Sheep,53
2007-11-17T00:00:00-05:00,Turkey,Female,369
2007-11-17T00:00:00-05:00,Turkey,Male,4873
2007-11-17T00:00:00-05:00,Chicken,Bulls,797
2007-11-17T00:00:00-05:00,Chicken,Cows,13738
2007-11-17T00:00:00-05:00,Chicken,Heifers,22252
2007-11-17T00:00:00-05:00,Chicken,Steers,22439
2007-11-17T00:00:00-05:00,Turkey,Boars,4
2007-11-17T00:00:00-05:00,Turkey,Market Turkey,399199
2007-11-17T00:00:00-05:00,Turkey,Sows,1632
2007-11-17T00:00:00-05:00,Ducks/Geese,Lambs,2486
2007-11-17T00:00:00-05:00,Ducks/Geese,Sheep,63
2007-11-24T00:00:00-05:00,Turkey,Female,382
2007-11-24T00:00:00-05:00,Turkey,Male,5037
2007-11-24T00:00:00-05:00,Chicken,Bulls,806
2007-11-24T00:00:00-05:00,Chicken,Cows,15291
2007-11-24T00:00:00-05:00,Chicken,Heifers,23442
2007-11-24T00:00:00-05:00,Chicken,Steers,22170
2007-11-24T00:00:00-05:00,Turkey,Boars,0
2007-11-24T00:00:00-05:00,Turkey,Market Turkey,413960
2007-11-24T00:00:00-05:00,Turkey,Sows,1828
2007-11-24T00:00:00-05:00,Ducks/Geese,Lambs,3175
2007-11-24T00:00:00-05:00,Ducks/Geese,Sheep,52
2007-12-01T00:00:00-05:00,Turkey,Female,427
2007-12-01T00:00:00-05:00,Turkey,Male,4778
2007-12-01T00:00:00-05:00,Chicken,Bulls,832
2007-12-01T00:00:00-05:00,Chicken,Cows,16706
2007-12-01T00:00:00-05:00,Chicken,Heifers,22303
2007-12-01T00:00:00-05:00,Chicken,Steers,24403
2007-12-01T00:00:00-05:00,Turkey,Boars,0
2007-12-01T00:00:00-05:00,Turkey,Market Turkey,415452
2007-12-01T00:00:00-05:00,Turkey,Sows,1586
2007-12-01T00:00:00-05:00,Ducks/Geese,Lambs,3174
2007-12-01T00:00:00-05:00,Ducks/Geese,Sheep,71
2007-12-08T00:00:00-05:00,Turkey,Female,312
2007-12-08T00:00:00-05:00,Turkey,Male,4521
2007-12-08T00:00:00-05:00,Chicken,Bulls,706
2007-12-08T00:00:00-05:00,Chicken,Cows,13911
2007-12-08T00:00:00-05:00,Chicken,Heifers,16477
2007-12-08T00:00:00-05:00,Chicken,Steers,26480
2007-12-08T00:00:00-05:00,Turkey,Boars,0
2007-12-08T00:00:00-05:00,Turkey,Market Turkey,411378
2007-12-08T00:00:00-05:00,Turkey,Sows,1389
2007-12-08T00:00:00-05:00,Ducks/Geese,Lambs,3790
2007-12-08T00:00:00-05:00,Ducks/Geese,Sheep,46
2007-12-15T00:00:00-05:00,Turkey,Female,362
2007-12-15T00:00:00-05:00,Turkey,Male,4833
2007-12-15T00:00:00-05:00,Chicken,Bulls,867
2007-12-15T00:00:00-05:00,Chicken,Cows,17676
2007-12-15T00:00:00-05:00,Chicken,Heifers,18543
2007-12-15T00:00:00-05:00,Chicken,Steers,24201
2007-12-15T00:00:00-05:00,Turkey,Boars,0
2007-12-15T00:00:00-05:00,Turkey,Market Turkey,424746
2007-12-15T00:00:00-05:00,Turkey,Sows,1349
2007-12-15T00:00:00-05:00,Ducks/Geese,Lambs,4647
2007-12-15T00:00:00-05:00,Ducks/Geese,Sheep,46
2007-12-22T00:00:00-05:00,Turkey,Female,442
2007-12-22T00:00:00-05:00,Turkey,Male,4635
2007-12-22T00:00:00-05:00,Chicken,Bulls,812
2007-12-22T00:00:00-05:00,Chicken,Cows,17430
2007-12-22T00:00:00-05:00,Chicken,Heifers,17745
2007-12-22T00:00:00-05:00,Chicken,Steers,26279
2007-12-22T00:00:00-05:00,Turkey,Boars,0
2007-12-22T00:00:00-05:00,Turkey,Market Turkey,394003
2007-12-22T00:00:00-05:00,Turkey,Sows,1733
2007-12-22T00:00:00-05:00,Ducks/Geese,Lambs,4776
2007-12-22T00:00:00-05:00,Ducks/Geese,Sheep,48
2007-12-29T00:00:00-05:00,Turkey,Female,237
2007-12-29T00:00:00-05:00,Turkey,Male,3380
2007-12-29T00:00:00-05:00,Chicken,Bulls,460
2007-12-29T00:00:00-05:00,Chicken,Cows,8912
2007-12-29T00:00:00-05:00,Chicken,Heifers,12078
2007-12-29T00:00:00-05:00,Chicken,Steers,18099
2007-12-29T00:00:00-05:00,Turkey,Boars,0
2007-12-29T00:00:00-05:00,Turkey,Market Turkey,223644
2007-12-29T00:00:00-05:00,Turkey,Sows,663
2007-12-29T00:00:00-05:00,Ducks/Geese,Lambs,1779
2007-12-29T00:00:00-05:00,Ducks/Geese,Sheep,22
2008-01-05T00:00:00-05:00,Turkey,Female,213
2008-01-05T00:00:00-05:00,Turkey,Male,3062
2008-01-05T00:00:00-05:00,Chicken,Bulls,466
2008-01-05T00:00:00-05:00,Chicken,Cows,11992
2008-01-05T00:00:00-05:00,Chicken,Heifers,11888
2008-01-05T00:00:00-05:00,Chicken,Steers,19959
2008-01-05T00:00:00-05:00,Turkey,Boars,0
2008-01-05T00:00:00-05:00,Turkey,Market Turkey,282800
2008-01-05T00:00:00-05:00,Turkey,Sows,758
2008-01-05T00:00:00-05:00,Ducks/Geese,Lambs,1988
2008-01-05T00:00:00-05:00,Ducks/Geese,Sheep,2
2008-01-12T00:00:00-05:00,Turkey,Female,312
2008-01-12T00:00:00-05:00,Turkey,Male,4701
2008-01-12T00:00:00-05:00,Chicken,Bulls,456
2008-01-12T00:00:00-05:00,Chicken,Cows,18186
2008-01-12T00:00:00-05:00,Chicken,Heifers,18126
2008-01-12T00:00:00-05:00,Chicken,Steers,26555
2008-01-12T00:00:00-05:00,Turkey,Boars,0
2008-01-12T00:00:00-05:00,Turkey,Market Turkey,423331
2008-01-12T00:00:00-05:00,Turkey,Sows,1535
2008-01-12T00:00:00-05:00,Ducks/Geese,Lambs,3266
2008-01-12T00:00:00-05:00,Ducks/Geese,Sheep,36
2008-01-19T00:00:00-05:00,Turkey,Female,366
2008-01-19T00:00:00-05:00,Turkey,Male,4592
2008-01-19T00:00:00-05:00,Chicken,Bulls,425
2008-01-19T00:00:00-05:00,Chicken,Cows,18656
2008-01-19T00:00:00-05:00,Chicken,Heifers,18051
2008-01-19T00:00:00-05:00,Chicken,Steers,25246
2008-01-19T00:00:00-05:00,Turkey,Boars,0
2008-01-19T00:00:00-05:00,Turkey,Market Turkey,420720
2008-01-19T00:00:00-05:00,Turkey,Sows,1650
2008-01-19T00:00:00-05:00,Ducks/Geese,Lambs,2596
2008-01-19T00:00:00-05:00,Ducks/Geese,Sheep,58
2008-01-26T00:00:00-05:00,Turkey,Female,341
2008-01-26T00:00:00-05:00,Turkey,Male,4559
2008-01-26T00:00:00-05:00,Chicken,Bulls,465
2008-01-26T00:00:00-05:00,Chicken,Cows,18987
2008-01-26T00:00:00-05:00,Chicken,Heifers,16150
2008-01-26T00:00:00-05:00,Chicken,Steers,26196
2008-01-26T00:00:00-05:00,Turkey,Boars,0
2008-01-26T00:00:00-05:00,Turkey,Market Turkey,426251
2008-01-26T00:00:00-05:00,Turkey,Sows,1470
2008-01-26T00:00:00-05:00,Ducks/Geese,Lambs,3200
2008-01-26T00:00:00-05:00,Ducks/Geese,Sheep,68
2008-02-02T00:00:00-05:00,Turkey,Female,413
2008-02-02T00:00:00-05:00,Turkey,Male,4828
2008-02-02T00:00:00-05:00,Chicken,Bulls,405
2008-02-02T00:00:00-05:00,Chicken,Cows,15254
2008-02-02T00:00:00-05:00,Chicken,Heifers,19891
2008-02-02T00:00:00-05:00,Chicken,Steers,22851
2008-02-02T00:00:00-05:00,Turkey,Boars,0
2008-02-02T00:00:00-05:00,Turkey,Market Turkey,416338
2008-02-02T00:00:00-05:00,Turkey,Sows,1695
2008-02-02T00:00:00-05:00,Ducks/Geese,Lambs,2659
2008-02-02T00:00:00-05:00,Ducks/Geese,Sheep,24
2008-02-09T00:00:00-05:00,Turkey,Female,338
2008-02-09T00:00:00-05:00,Turkey,Male,4801
2008-02-09T00:00:00-05:00,Chicken,Bulls,251
2008-02-09T00:00:00-05:00,Chicken,Cows,17587
2008-02-09T00:00:00-05:00,Chicken,Heifers,21238
2008-02-09T00:00:00-05:00,Chicken,Steers,25495
2008-02-09T00:00:00-05:00,Turkey,Boars,0
2008-02-09T00:00:00-05:00,Turkey,Market Turkey,417017
2008-02-09T00:00:00-05:00,Turkey,Sows,1450
2008-02-09T00:00:00-05:00,Ducks/Geese,Lambs,2877
2008-02-09T00:00:00-05:00,Ducks/Geese,Sheep,50
2008-02-16T00:00:00-05:00,Turkey,Female,338
2008-02-16T00:00:00-05:00,Turkey,Male,4600
2008-02-16T00:00:00-05:00,Chicken,Bulls,377
2008-02-16T00:00:00-05:00,Chicken,Cows,16127
2008-02-16T00:00:00-05:00,Chicken,Heifers,19764
2008-02-16T00:00:00-05:00,Chicken,Steers,22933
2008-02-16T00:00:00-05:00,Turkey,Boars,0
2008-02-16T00:00:00-05:00,Turkey,Market Turkey,404635
2008-02-16T00:00:00-05:00,Turkey,Sows,1475
2008-02-16T00:00:00-05:00,Ducks/Geese,Lambs,3134
2008-02-16T00:00:00-05:00,Ducks/Geese,Sheep,30
2008-02-23T00:00:00-05:00,Turkey,Female,399
2008-02-23T00:00:00-05:00,Turkey,Male,4482
2008-02-23T00:00:00-05:00,Chicken,Bulls,346
2008-02-23T00:00:00-05:00,Chicken,Cows,15583
2008-02-23T00:00:00-05:00,Chicken,Heifers,21725
2008-02-23T00:00:00-05:00,Chicken,Steers,20883
2008-02-23T00:00:00-05:00,Turkey,Boars,0
2008-02-23T00:00:00-05:00,Turkey,Market Turkey,389989
2008-02-23T00:00:00-05:00,Turkey,Sows,1505
2008-02-23T00:00:00-05:00,Ducks/Geese,Lambs,2806
2008-02-23T00:00:00-05:00,Ducks/Geese,Sheep,370
2008-03-01T00:00:00-05:00,Turkey,Female,415
2008-03-01T00:00:00-05:00,Turkey,Male,4666
2008-03-01T00:00:00-05:00,Chicken,Bulls,354
2008-03-01T00:00:00-05:00,Chicken,Cows,17056
2008-03-01T00:00:00-05:00,Chicken,Heifers,20616
2008-03-01T00:00:00-05:00,Chicken,Steers,26270
2008-03-01T00:00:00-05:00,Turkey,Boars,0
2008-03-01T00:00:00-05:00,Turkey,Market Turkey,408988
2008-03-01T00:00:00-05:00,Turkey,Sows,1439
2008-03-01T00:00:00-05:00,Ducks/Geese,Lambs,3298
2008-03-01T00:00:00-05:00,Ducks/Geese,Sheep,44
2008-03-08T00:00:00-05:00,Turkey,Female,307
2008-03-08T00:00:00-05:00,Turkey,Male,4449
2008-03-08T00:00:00-05:00,Chicken,Bulls,485
2008-03-08T00:00:00-05:00,Chicken,Cows,17326
2008-03-08T00:00:00-05:00,Chicken,Heifers,20983
2008-03-08T00:00:00-05:00,Chicken,Steers,25850
2008-03-08T00:00:00-05:00,Turkey,Boars,0
2008-03-08T00:00:00-05:00,Turkey,Market Turkey,399582
2008-03-08T00:00:00-05:00,Turkey,Sows,951
2008-03-08T00:00:00-05:00,Ducks/Geese,Lambs,3983
2008-03-08T00:00:00-05:00,Ducks/Geese,Sheep,37
2008-03-15T00:00:00-05:00,Turkey,Female,382
2008-03-15T00:00:00-05:00,Turkey,Male,4579
2008-03-15T00:00:00-05:00,Chicken,Bulls,425
2008-03-15T00:00:00-05:00,Chicken,Cows,15214
2008-03-15T00:00:00-05:00,Chicken,Heifers,25025
2008-03-15T00:00:00-05:00,Chicken,Steers,24929
2008-03-15T00:00:00-05:00,Turkey,Boars,0
2008-03-15T00:00:00-05:00,Turkey,Market Turkey,410320
2008-03-15T00:00:00-05:00,Turkey,Sows,1287
2008-03-15T00:00:00-05:00,Ducks/Geese,Lambs,6799
2008-03-15T00:00:00-05:00,Ducks/Geese,Sheep,43
2008-03-22T00:00:00-05:00,Turkey,Female,330
2008-03-22T00:00:00-05:00,Turkey,Male,4262
2008-03-22T00:00:00-05:00,Chicken,Bulls,443
2008-03-22T00:00:00-05:00,Chicken,Cows,12246
2008-03-22T00:00:00-05:00,Chicken,Heifers,18498
2008-03-22T00:00:00-05:00,Chicken,Steers,19331
2008-03-22T00:00:00-05:00,Turkey,Boars,0
2008-03-22T00:00:00-05:00,Turkey,Market Turkey,357444
2008-03-22T00:00:00-05:00,Turkey,Sows,1419
2008-03-22T00:00:00-05:00,Ducks/Geese,Lambs,4026
2008-03-22T00:00:00-05:00,Ducks/Geese,Sheep,27
2008-03-29T00:00:00-05:00,Turkey,Female,247
2008-03-29T00:00:00-05:00,Turkey,Male,4434
2008-03-29T00:00:00-05:00,Chicken,Bulls,454
2008-03-29T00:00:00-05:00,Chicken,Cows,13313
2008-03-29T00:00:00-05:00,Chicken,Heifers,21857
2008-03-29T00:00:00-05:00,Chicken,Steers,21380
2008-03-29T00:00:00-05:00,Turkey,Boars,0
2008-03-29T00:00:00-05:00,Turkey,Market Turkey,390899
2008-03-29T00:00:00-05:00,Turkey,Sows,1010
2008-03-29T00:00:00-05:00,Ducks/Geese,Lambs,2177
2008-03-29T00:00:00-05:00,Ducks/Geese,Sheep,16
2008-04-05T00:00:00-05:00,Turkey,Female,275
2008-04-05T00:00:00-05:00,Turkey,Male,4675
2008-04-05T00:00:00-05:00,Chicken,Bulls,408
2008-04-05T00:00:00-05:00,Chicken,Cows,12380
2008-04-05T00:00:00-05:00,Chicken,Heifers,21281
2008-04-05T00:00:00-05:00,Chicken,Steers,23852
2008-04-05T00:00:00-05:00,Turkey,Boars,0
2008-04-05T00:00:00-05:00,Turkey,Market Turkey,415850
2008-04-05T00:00:00-05:00,Turkey,Sows,1343
2008-04-05T00:00:00-05:00,Ducks/Geese,Lambs,2603
2008-04-05T00:00:00-05:00,Ducks/Geese,Sheep,48
2008-04-12T00:00:00-05:00,Turkey,Female,346
2008-04-12T00:00:00-05:00,Turkey,Male,4797
2008-04-12T00:00:00-05:00,Chicken,Bulls,558
2008-04-12T00:00:00-05:00,Chicken,Cows,12687
2008-04-12T00:00:00-05:00,Chicken,Heifers,24904
2008-04-12T00:00:00-05:00,Chicken,Steers,24545
2008-04-12T00:00:00-05:00,Turkey,Boars,0
2008-04-12T00:00:00-05:00,Turkey,Market Turkey,411738
2008-04-12T00:00:00-05:00,Turkey,Sows,1463
2008-04-12T00:00:00-05:00,Ducks/Geese,Lambs,2701
2008-04-12T00:00:00-05:00,Ducks/Geese,Sheep,40
2008-04-19T00:00:00-05:00,Turkey,Female,373
2008-04-19T00:00:00-05:00,Turkey,Male,4968
2008-04-19T00:00:00-05:00,Chicken,Bulls,417
2008-04-19T00:00:00-05:00,Chicken,Cows,11730
2008-04-19T00:00:00-05:00,Chicken,Heifers,23934
2008-04-19T00:00:00-05:00,Chicken,Steers,25344
2008-04-19T00:00:00-05:00,Turkey,Boars,0
2008-04-19T00:00:00-05:00,Turkey,Market Turkey,399650
2008-04-19T00:00:00-05:00,Turkey,Sows,1424
2008-04-19T00:00:00-05:00,Ducks/Geese,Lambs,3545
2008-04-19T00:00:00-05:00,Ducks/Geese,Sheep,27
2008-04-26T00:00:00-05:00,Turkey,Female,358
2008-04-26T00:00:00-05:00,Turkey,Male,4978
2008-04-26T00:00:00-05:00,Chicken,Bulls,392
2008-04-26T00:00:00-05:00,Chicken,Cows,11354
2008-04-26T00:00:00-05:00,Chicken,Heifers,21888
2008-04-26T00:00:00-05:00,Chicken,Steers,32331
2008-04-26T00:00:00-05:00,Turkey,Boars,0
2008-04-26T00:00:00-05:00,Turkey,Market Turkey,394057
2008-04-26T00:00:00-05:00,Turkey,Sows,1135
2008-04-26T00:00:00-05:00,Ducks/Geese,Lambs,3265
2008-04-26T00:00:00-05:00,Ducks/Geese,Sheep,16
2008-05-03T00:00:00-05:00,Turkey,Female,315
2008-05-03T00:00:00-05:00,Turkey,Male,4686
2008-05-03T00:00:00-05:00,Chicken,Bulls,408
2008-05-03T00:00:00-05:00,Chicken,Cows,10573
2008-05-03T00:00:00-05:00,Chicken,Heifers,23829
2008-05-03T00:00:00-05:00,Chicken,Steers,28389
2008-05-03T00:00:00-05:00,Turkey,Boars,0
2008-05-03T00:00:00-05:00,Turkey,Market Turkey,389243
2008-05-03T00:00:00-05:00,Turkey,Sows,1499
2008-05-03T00:00:00-05:00,Ducks/Geese,Lambs,2330
2008-05-03T00:00:00-05:00,Ducks/Geese,Sheep,45
2008-05-10T00:00:00-05:00,Turkey,Female,314
2008-05-10T00:00:00-05:00,Turkey,Male,5108
2008-05-10T00:00:00-05:00,Chicken,Bulls,375
2008-05-10T00:00:00-05:00,Chicken,Cows,12718
2008-05-10T00:00:00-05:00,Chicken,Heifers,24788
2008-05-10T00:00:00-05:00,Chicken,Steers,29726
2008-05-10T00:00:00-05:00,Turkey,Boars,0
2008-05-10T00:00:00-05:00,Turkey,Market Turkey,381405
2008-05-10T00:00:00-05:00,Turkey,Sows,1551
2008-05-10T00:00:00-05:00,Ducks/Geese,Lambs,2593
2008-05-10T00:00:00-05:00,Ducks/Geese,Sheep,78
2008-05-17T00:00:00-05:00,Turkey,Female,362
2008-05-17T00:00:00-05:00,Turkey,Male,4971
2008-05-17T00:00:00-05:00,Chicken,Bulls,389
2008-05-17T00:00:00-05:00,Chicken,Cows,11961
2008-05-17T00:00:00-05:00,Chicken,Heifers,17298
2008-05-17T00:00:00-05:00,Chicken,Steers,32457
2008-05-17T00:00:00-05:00,Turkey,Boars,0
2008-05-17T00:00:00-05:00,Turkey,Market Turkey,381588
2008-05-17T00:00:00-05:00,Turkey,Sows,1644
2008-05-17T00:00:00-05:00,Ducks/Geese,Lambs,3506
2008-05-17T00:00:00-05:00,Ducks/Geese,Sheep,46
2008-05-24T00:00:00-05:00,Turkey,Female,266
2008-05-24T00:00:00-05:00,Turkey,Male,3995
2008-05-24T00:00:00-05:00,Chicken,Bulls,327
2008-05-24T00:00:00-05:00,Chicken,Cows,11064
2008-05-24T00:00:00-05:00,Chicken,Heifers,17185
2008-05-24T00:00:00-05:00,Chicken,Steers,30123
2008-05-24T00:00:00-05:00,Turkey,Boars,0
2008-05-24T00:00:00-05:00,Turkey,Market Turkey,323643
2008-05-24T00:00:00-05:00,Turkey,Sows,1000
2008-05-24T00:00:00-05:00,Ducks/Geese,Lambs,2341
2008-05-24T00:00:00-05:00,Ducks/Geese,Sheep,58
2008-05-31T00:00:00-05:00,Turkey,Female,357
2008-05-31T00:00:00-05:00,Turkey,Male,5012
2008-05-31T00:00:00-05:00,Chicken,Bulls,331
2008-05-31T00:00:00-05:00,Chicken,Cows,12717
2008-05-31T00:00:00-05:00,Chicken,Heifers,18457
2008-05-31T00:00:00-05:00,Chicken,Steers,32458
2008-05-31T00:00:00-05:00,Turkey,Boars,0
2008-05-31T00:00:00-05:00,Turkey,Market Turkey,376961
2008-05-31T00:00:00-05:00,Turkey,Sows,1514
2008-05-31T00:00:00-05:00,Ducks/Geese,Lambs,2773
2008-05-31T00:00:00-05:00,Ducks/Geese,Sheep,52
2008-06-07T00:00:00-05:00,Turkey,Female,322
2008-06-07T00:00:00-05:00,Turkey,Male,4676
2008-06-07T00:00:00-05:00,Chicken,Bulls,348
2008-06-07T00:00:00-05:00,Chicken,Cows,13531
2008-06-07T00:00:00-05:00,Chicken,Heifers,18011
2008-06-07T00:00:00-05:00,Chicken,Steers,36236
2008-06-07T00:00:00-05:00,Turkey,Boars,0
2008-06-07T00:00:00-05:00,Turkey,Market Turkey,377045
2008-06-07T00:00:00-05:00,Turkey,Sows,1375
2008-06-07T00:00:00-05:00,Ducks/Geese,Lambs,3259
2008-06-07T00:00:00-05:00,Ducks/Geese,Sheep,26
2008-06-14T00:00:00-05:00,Turkey,Female,324
2008-06-14T00:00:00-05:00,Turkey,Male,4783
2008-06-14T00:00:00-05:00,Chicken,Bulls,260
2008-06-14T00:00:00-05:00,Chicken,Cows,12796
2008-06-14T00:00:00-05:00,Chicken,Heifers,16436
2008-06-14T00:00:00-05:00,Chicken,Steers,33875
2008-06-14T00:00:00-05:00,Turkey,Boars,0
2008-06-14T00:00:00-05:00,Turkey,Market Turkey,368007
2008-06-14T00:00:00-05:00,Turkey,Sows,1326
2008-06-14T00:00:00-05:00,Ducks/Geese,Lambs,3319
2008-06-14T00:00:00-05:00,Ducks/Geese,Sheep,49
2008-06-21T00:00:00-05:00,Turkey,Female,277
2008-06-21T00:00:00-05:00,Turkey,Male,4672
2008-06-21T00:00:00-05:00,Chicken,Bulls,366
2008-06-21T00:00:00-05:00,Chicken,Cows,13275
2008-06-21T00:00:00-05:00,Chicken,Heifers,19116
2008-06-21T00:00:00-05:00,Chicken,Steers,35272
2008-06-21T00:00:00-05:00,Turkey,Boars,0
2008-06-21T00:00:00-05:00,Turkey,Market Turkey,378496
2008-06-21T00:00:00-05:00,Turkey,Sows,1351
2008-06-21T00:00:00-05:00,Ducks/Geese,Lambs,2963
2008-06-21T00:00:00-05:00,Ducks/Geese,Sheep,12
2008-06-28T00:00:00-05:00,Turkey,Female,241
2008-06-28T00:00:00-05:00,Turkey,Male,4170
2008-06-28T00:00:00-05:00,Chicken,Bulls,340
2008-06-28T00:00:00-05:00,Chicken,Cows,12303
2008-06-28T00:00:00-05:00,Chicken,Heifers,18202
2008-06-28T00:00:00-05:00,Chicken,Steers,36788
2008-06-28T00:00:00-05:00,Turkey,Boars,0
2008-06-28T00:00:00-05:00,Turkey,Market Turkey,351738
2008-06-28T00:00:00-05:00,Turkey,Sows,1208
2008-06-28T00:00:00-05:00,Ducks/Geese,Lambs,3610
2008-06-28T00:00:00-05:00,Ducks/Geese,Sheep,38
2008-07-05T00:00:00-05:00,Turkey,Female,248
2008-07-05T00:00:00-05:00,Turkey,Male,3951
2008-07-05T00:00:00-05:00,Chicken,Bulls,277
2008-07-05T00:00:00-05:00,Chicken,Cows,9746
2008-07-05T00:00:00-05:00,Chicken,Heifers,14175
2008-07-05T00:00:00-05:00,Chicken,Steers,30493
2008-07-05T00:00:00-05:00,Turkey,Boars,0
2008-07-05T00:00:00-05:00,Turkey,Market Turkey,318371
2008-07-05T00:00:00-05:00,Turkey,Sows,1340
2008-07-05T00:00:00-05:00,Ducks/Geese,Lambs,2412
2008-07-05T00:00:00-05:00,Ducks/Geese,Sheep,34
2008-07-12T00:00:00-05:00,Turkey,Female,297
2008-07-12T00:00:00-05:00,Turkey,Male,4609
2008-07-12T00:00:00-05:00,Chicken,Bulls,285
2008-07-12T00:00:00-05:00,Chicken,Cows,10315
2008-07-12T00:00:00-05:00,Chicken,Heifers,15903
2008-07-12T00:00:00-05:00,Chicken,Steers,33044
2008-07-12T00:00:00-05:00,Turkey,Boars,0
2008-07-12T00:00:00-05:00,Turkey,Market Turkey,388402
2008-07-12T00:00:00-05:00,Turkey,Sows,1452
2008-07-12T00:00:00-05:00,Ducks/Geese,Lambs,3418
2008-07-12T00:00:00-05:00,Ducks/Geese,Sheep,27
2008-07-19T00:00:00-05:00,Turkey,Female,339
2008-07-19T00:00:00-05:00,Turkey,Male,4703
2008-07-19T00:00:00-05:00,Chicken,Bulls,282
